iata_code,icao_code,name,country,state,city,elevation,lat,lon,timezone
NPL,NZNP,New Plymouth Airport,Taranaki,NZ,New Plymouth,97,174.18,-39.01,Pacific/Auckland
NPE,NZNR,Napier Airport,Hawkes-Bay,NZ,"",6,176.87,-39.47,Pacific/Auckland
NSN,NZNS,Nelson Airport,Nelson,NZ,Nelson,17,173.22,-41.30,Pacific/Auckland
IVC,NZNV,Invercargill Airport,Southland,NZ,Invercargill,5,168.31,-46.41,Pacific/Auckland
OHA,NZOH,RNZAF Base Ohakea,Wellington,NZ,"",164,175.39,-40.21,Pacific/Auckland
OAM,NZOU,Oamaru Airport,Otago,NZ,"",99,171.08,-44.97,Pacific/Auckland
PMR,NZPM,Palmerston North Airport,Wellington,NZ,"",151,175.62,-40.32,Pacific/Auckland
PCN,NZPN,Picton Aerodrome,Marlborough,NZ,Picton,161,173.96,-41.35,Pacific/Auckland
PPQ,NZPP,Paraparaumu Airport,Wellington,NZ,"",22,174.99,-40.90,Pacific/Auckland
ZQN,NZQN,Queenstown International Airport,Otago,NZ,Queenstown,1171,168.74,-45.02,Pacific/Auckland
RAG,NZRA,Raglan Airfield,Waikato,NZ,"",10,174.86,-37.80,Pacific/Auckland
SZS,NZRC,Ryans Creek Aerodrome,Southland,NZ,Oban,62,168.10,-46.90,Pacific/Auckland
ROT,NZRO,Rotorua Regional Airport,Auckland,NZ,Rotorua,935,176.32,-38.11,Pacific/Auckland
TRG,NZTG,Tauranga Airport,Bay-of-Plenty,NZ,Tauranga,13,176.20,-37.67,Pacific/Auckland
TMZ,NZTH,Thames Aerodrome,Waikato,NZ,"",10,175.55,-37.16,Pacific/Auckland
KTF,NZTK,Takaka Airport,Tasman,NZ,"",102,172.77,-40.81,Pacific/Auckland
TKZ,NZTO,Tokoroa Airfield,Waikato,NZ,Tokoroa,1220,175.89,-38.24,Pacific/Auckland
THH,NZTS,Taharoa Aerodrome,Waikato,NZ,Taharoa,69,174.71,-38.18,Pacific/Auckland
TIU,NZTU,Timaru Airport,Canterbury,NZ,"",89,171.23,-44.30,Pacific/Auckland
TWZ,NZUK,Pukaki Airport,Canterbury,NZ,Twitzel,1575,170.12,-44.24,Pacific/Auckland
BHE,NZWB,Woodbourne Airport,Marlborough,NZ,Blenheim,109,173.87,-41.52,Pacific/Auckland
WKA,NZWF,Wanaka Airport,Otago,NZ,"",1142,169.25,-44.72,Pacific/Auckland
WHK,NZWK,Whakatane Airport,Auckland,NZ,"",20,176.91,-37.92,Pacific/Auckland
WLG,NZWN,Wellington International Airport,Wellington,NZ,Wellington,41,174.80,-41.33,Pacific/Auckland
WIR,NZWO,Wairoa Airport,Hawkes-Bay,NZ,Wairoa,42,177.41,-39.01,Pacific/Auckland
WRE,NZWR,Whangarei Airport,Northland,NZ,"",133,174.37,-35.77,Pacific/Auckland
WSZ,NZWS,Westport Airport,West-Coast,NZ,"",13,171.58,-41.74,Pacific/Auckland
WTZ,NZWT,Whitianga Airport,Auckland,NZ,"",10,175.68,-36.83,Pacific/Auckland
WAG,NZWU,Wanganui Airport,Manawatu-Wanganui,NZ,Wanganui,27,175.02,-39.96,Pacific/Auckland
BIN,OABN,Bamiyan Airport,Bamyan,AF,Bamiyan,8367,67.82,34.82,Asia/Kabul
BST,OABT,Bost Airport,Helmand,AF,Bost,2464,64.36,31.56,Asia/Kabul
CCN,OACC,Chakcharan Airport,Ghowr,AF,Chakcharan,7383,65.27,34.53,Asia/Kabul
DAZ,OADZ,Darwaz Airport,Badakhshan,AF,Darwaz,5250,70.88,38.46,Asia/Kabul
FAH,OAFR,Farah Airport,Farah,AF,Farah,3083,62.18,32.37,Asia/Kabul
FBD,OAFZ,Faizabad Airport,Badakhshan,AF,Faizabad,3872,70.52,37.12,Asia/Kabul
KWH,OAHN,Khwahan Airport,Badakhshan,AF,Khwahan,3593,70.22,37.88,Asia/Kabul
HEA,OAHR,Herat Airport,Herat,AF,"",3206,62.23,34.21,Asia/Kabul
OAI,OAIX,Bagram Air Base,Parwan,AF,Bagram,4895,69.26,34.95,Asia/Kabul
JAA,OAJL,Jalalabad Airport,Nangarhar,AF,"",1814,70.50,34.40,Asia/Kabul
KBL,OAKB,Kabul International Airport,Kabul,AF,Kabul,5877,69.21,34.57,Asia/Kabul
KDH,OAKN,Kandahar Airport,Kandahar,AF,"",3337,65.85,31.51,Asia/Kabul
KHT,OAKS,Khost Airport,Khowst,AF,Khost,3756,69.95,33.33,Asia/Kabul
MMZ,OAMN,Maimana Airport,Faryab,AF,"",2743,64.76,35.93,Asia/Kabul
MZR,OAMS,Mazar I Sharif Airport,Balkh,AF,"",1284,67.21,36.71,Asia/Kabul
LQN,OAQN,Qala-I-Naw Airport,Badghis,AF,Qala-I-Naw,2999,63.12,34.99,Asia/Kabul
OAS,OASA,Sharana Airstrip,Paktika,AF,Sharana,7340,68.84,33.13,Asia/Kabul
OAH,OASD,Shindand Airport,Herat,AF,"",3773,62.26,33.39,Asia/Kabul
SGA,OASN,Sheghnan Airport,Badakhshan,AF,Sheghnan,6700,71.50,37.57,Asia/Kabul
TII,OATN,Tarin Kowt Airport,Oruzgan,AF,Tarin Kowt,4429,65.87,32.60,Asia/Kabul
UND,OAUZ,Konduz Airport,Kunduz,AF,"",1457,68.91,36.67,Asia/Kabul
OAZ,OAZI,Camp Bastion Airport,Helmand,AF,"",2943,64.22,31.86,Asia/Kabul
ZAJ,OAZJ,Zaranj Airport,"",AF,Zaranj,1572,61.87,30.97,Asia/Kabul
BAH,OBBI,Bahrain International Airport,Muharraq,BH,Manama,6,50.63,26.27,Asia/Bahrain
AHB,OEAB,Abha Regional Airport,"",SA,Abha,6858,42.66,18.24,Asia/Riyadh
HOF,OEAH,Al Ahsa Airport,Eastern-Province,SA,"",588,49.49,25.29,Asia/Riyadh
ABT,OEBA,Al Baha Airport,"",SA,"",5486,41.63,20.30,Asia/Riyadh
BHH,OEBH,Bisha Airport,"",SA,"",3887,42.62,19.98,Asia/Riyadh
DMM,OEDF,King Fahd International Airport,Eastern-Province,SA,Ad Dammam,72,49.80,26.47,Asia/Riyadh
DHA,OEDR,King Abdulaziz Air Base,Eastern-Province,SA,"",84,50.15,26.27,Asia/Riyadh
DWD,OEDW,Dawadmi Domestic Airport,Ar-Riyaḑ,SA,Dawadmi,3429,44.40,24.50,Asia/Riyadh
GIZ,OEGN,Jizan Regional Airport,Jizan,SA,Jizan,20,42.59,16.90,Asia/Riyadh
ELQ,OEGS,Gassim Airport,"",SA,"",2126,43.77,26.30,Asia/Riyadh
URY,OEGT,Guriat Domestic Airport,Al-Jawf,SA,"",1672,37.28,31.41,Asia/Riyadh
HAS,OEHL,Hail Airport,Ḩaʼil,SA,"",3331,41.69,27.44,Asia/Riyadh
QJB,OEJB,Jubail Airport,Eastern-Province,SA,Jubail,26,49.41,27.04,Asia/Riyadh
JED,OEJN,King Abdulaziz International Airport,Makkah,SA,Jeddah,48,39.16,21.68,Asia/Riyadh
HBT,OEKK,King Khaled Military City Airport,"",SA,King Khaled Military City,1352,45.53,27.90,Asia/Riyadh
KMX,OEKM,King Khaled Air Base,"",SA,"",6778,42.80,18.30,Asia/Riyadh
MED,OEMA,Prince Mohammad Bin Abdulaziz Airport,Al-Madinah-al-Munawwarah,SA,Medina,2151,39.71,24.55,Asia/Riyadh
EAM,OENG,Nejran Airport,"",SA,"",3982,44.42,17.61,Asia/Riyadh
AQI,OEPA,Hafr Al Batin Airport,Eastern-Province,SA,Qaisumah,1174,46.13,28.34,Asia/Riyadh
AKH,OEPS,Prince Sultan Air Base,Ar-Riyaḑ,SA,"",1651,47.58,24.06,Asia/Riyadh
RAH,OERF,Rafha Domestic Airport,Northern-Borders,SA,Rafha,1474,43.49,29.63,Asia/Riyadh
RUH,OERK,King Khaled International Airport,"",SA,Riyadh,2049,46.70,24.96,Asia/Riyadh
RAE,OERR,Arar Domestic Airport,Northern-Borders,SA,Arar,1813,41.14,30.91,Asia/Riyadh
XXN,OERY,Riyadh Air Base,Ar-Riyaḑ,SA,Riyadh,2082,46.73,24.71,Asia/Riyadh
SHW,OESH,Sharurah Airport,"",SA,"",2363,47.12,17.47,Asia/Riyadh
AJF,OESK,Al-Jawf Domestic Airport,Al-Jawf,SA,Al-Jawf,2261,40.10,29.79,Asia/Riyadh
SLF,OESL,Sulayel Airport,Ar-Riyaḑ,SA,"",2021,45.62,20.46,Asia/Riyadh
TUU,OETB,Tabuk Airport,Tabuk,SA,"",2551,36.62,28.37,Asia/Riyadh
TIF,OETF,Taif Airport,Makkah,SA,"",4848,40.54,21.48,Asia/Riyadh
TUI,OETR,Turaif Domestic Airport,Northern-Borders,SA,"",2803,38.73,31.69,Asia/Riyadh
WAE,OEWD,Wadi Al Dawasir Airport,Ar-Riyaḑ,SA,"",2062,45.20,20.50,Asia/Riyadh
EJH,OEWJ,Al Wajh Domestic Airport,Tabuk,SA,Al Wajh,66,36.48,26.20,Asia/Riyadh
YNB,OEYN,Yenbo Airport,Al-Madinah-al-Munawwarah,SA,"",26,38.06,24.14,Asia/Riyadh
ZUL,OEZL,Zilfi Airport,Ar-Riyaḑ,SA,Zilfi,1900,44.83,26.35,Asia/Riyadh
ABD,OIAA,Abadan Airport,Khuzestan,IR,Abadan,10,48.23,30.37,Asia/Tehran
DEF,OIAD,Dezful Airport,Khuzestan,IR,"",474,48.40,32.43,Asia/Tehran
OMI,OIAJ,Omidiyeh Airport,Khuzestan,IR,Omidiyeh,85,49.53,30.84,Asia/Tehran
MRX,OIAM,Mahshahr Airport,Khuzestan,IR,"",8,49.15,30.56,Asia/Tehran
AWZ,OIAW,Ahwaz Airport,Khuzestan,IR,Ahwaz,66,48.76,31.34,Asia/Tehran
AEU,OIBA,Abumusa Island Airport,Hormozgan,IR,"",23,55.03,25.88,Asia/Tehran
BUZ,OIBB,Bushehr Airport,Bushehr,IR,Bushehr,68,50.83,28.94,Asia/Tehran
AOY,OIBI,Asaloyeh Airport,"",IR,Asaloyeh,15,52.62,27.48,Asia/Tehran
KNR,OIBJ,Jam Airport,Bushehr,IR,Kangan,2173,52.35,27.82,Asia/Tehran
KIH,OIBK,Kish International Airport,Hormozgan,IR,Kish Island,101,53.98,26.53,Asia/Tehran
BDH,OIBL,Bandar Lengeh Airport,Hormozgan,IR,Bandar Lengeh,67,54.82,26.53,Asia/Tehran
YEH,OIBP,Persian Gulf International Airport,Bushehr,IR,Asalouyeh,27,52.74,27.38,Asia/Tehran
KHK,OIBQ,Khark Island Airport,Bushehr,IR,"",17,50.32,29.26,Asia/Tehran
SXI,OIBS,Sirri Island Airport,Hormozgan,IR,"",43,54.54,25.91,Asia/Tehran
LVP,OIBV,Lavan Island Airport,Hormozgan,IR,"",76,53.36,26.81,Asia/Tehran
KSH,OICC,Shahid Ashrafi Esfahani Airport,Kermanshah,IR,Kermanshah,4307,47.16,34.35,Asia/Tehran
IIL,OICI,Ilam Airport,Ilam,IR,Ilam,4404,46.40,33.59,Asia/Tehran
KHD,OICK,Khoram Abad Airport,Lorestan,IR,"",3782,48.28,33.44,Asia/Tehran
SDG,OICS,Sanandaj Airport,Kordestan,IR,"",4522,47.01,35.25,Asia/Tehran
IFH,OIFE,Hesa Airport,Isfahan,IR,Hesa,5256,51.56,32.93,Asia/Tehran
IFN,OIFM,Esfahan Shahid Beheshti International Airport,Isfahan,IR,Isfahan,5059,51.86,32.75,Asia/Tehran
CQD,OIFS,Shahrekord Airport,Chaharmahal-and-Bakhtiari,IR,Shahrekord,6723,50.84,32.30,Asia/Tehran
RAS,OIGG,Sardar-e-Jangal Airport,Gilan,IR,Rasht,-40,49.62,37.32,Asia/Tehran
HDM,OIHH,Hamadan Airport,Hamadan,IR,Hamadan,5755,48.55,34.87,Asia/Tehran
AJK,OIHR,Arak Airport,Markazi,IR,Araak,5440,49.85,34.14,Asia/Tehran
IKA,OIIE,Imam Khomeini International Airport,Tehran,IR,Tehran,3305,51.15,35.42,Asia/Tehran
THR,OIII,Mehrabad International Airport,Tehran,IR,Tehran,3962,51.31,35.69,Asia/Tehran
BND,OIKB,Bandar Abbas International Airport,Hormozgan,IR,Bandar Abbas,22,56.38,27.22,Asia/Tehran
KER,OIKK,Kerman Airport,Kerman,IR,Kerman,5741,56.95,30.27,Asia/Tehran
BXR,OIKM,Bam Airport,Kerman,IR,"",3231,58.45,29.08,Asia/Tehran
HDR,OIKP,Havadarya Airport,Hormozgan,IR,Havadarya,19,56.17,27.16,Asia/Tehran
RJN,OIKR,Rafsanjan Airport,Kerman,IR,"",5298,56.05,30.30,Asia/Tehran
SYJ,OIKY,Sirjan Airport,Kerman,IR,"",5846,55.67,29.55,Asia/Tehran
XBJ,OIMB,Birjand Airport,Khorasan-e-Jonubi,IR,Birjand,4952,59.27,32.90,Asia/Tehran
CKT,OIMC,Sarakhs Airport,Razavi-Khorasan,IR,Sarakhs,945,61.06,36.50,Asia/Tehran
RUD,OIMJ,Shahroud Airport,Semnan,IR,"",4215,55.10,36.43,Asia/Tehran
MHD,OIMM,Mashhad International Airport,Razavi-Khorasan,IR,Mashhad,3263,59.64,36.24,Asia/Tehran
BJB,OIMN,Bojnord Airport,Khorasan-e-Shomali,IR,Bojnord,3499,57.31,37.49,Asia/Tehran
AFZ,OIMS,Sabzevar National Airport,Razavi-Khorasan,IR,Sabzevar,3010,57.60,36.17,Asia/Tehran
TCX,OIMT,Tabas Airport,Yazd,IR,Tabas,2312,56.89,33.67,Asia/Tehran
BBL,OINB,Babolsar Airport,Mazandaran,IR,Babolsar,-49,52.65,36.72,Asia/Tehran
GBT,OING,Gorgan Airport,Mazandaran,IR,Gorgan,-24,54.40,36.91,Asia/Tehran
BSM,OINJ,Bishe Kola Air Base,Mazandaran,IR,Amol,-79,52.35,36.66,Asia/Tehran
NSH,OINN,Noshahr Airport,Mazandaran,IR,"",-61,51.46,36.66,Asia/Tehran
RZR,OINR,Ramsar Airport,Mazandaran,IR,"",-70,50.68,36.91,Asia/Tehran
SRY,OINZ,Dasht-e Naz Airport,Mazandaran,IR,Sari,35,53.19,36.64,Asia/Tehran
FAZ,OISF,Fasa Airport,Fars,IR,Fasa,4261,53.72,28.89,Asia/Tehran
LRR,OISL,Lar Airport,Fars,IR,Lar,2641,54.38,27.67,Asia/Tehran
SYZ,OISS,Shiraz Shahid Dastghaib International Airport,Fars,IR,Shiraz,4920,52.59,29.54,Asia/Tehran
KHY,OITK,Khoy Airport,Az̄arbayjan-e-Gharbi,IR,Khoy,3981,44.97,38.43,Asia/Tehran
ADU,OITL,Ardabil Airport,Ardabil,IR,Ardabil,4315,48.42,38.33,Asia/Tehran
ACP,OITM,Sahand Airport,East-Azerbaijan,IR,Maragheh,4396,46.13,37.35,Asia/Tehran
PFQ,OITP,Parsabade Moghan Airport,Ardabil,IR,Parsabad,251,47.88,39.60,Asia/Tehran
OMH,OITR,Urmia Airport,Az̄arbayjan-e-Gharbi,IR,Urmia,4343,45.07,37.67,Asia/Tehran
TBZ,OITT,Tabriz International Airport,East-Azerbaijan,IR,Tabriz,4459,46.24,38.13,Asia/Tehran
AZD,OIYY,Shahid Sadooghi Airport,Yazd,IR,Yazd,4054,54.28,31.90,Asia/Tehran
ACZ,OIZB,Zabol Airport,Sistan-and-Baluchestan,IR,"",1628,61.54,31.10,Asia/Tehran
ZBR,OIZC,Konarak Airport,Sistan-and-Baluchestan,IR,Chabahar,43,60.38,25.44,Asia/Tehran
ZAH,OIZH,Zahedan International Airport,Sistan-and-Baluchestan,IR,Zahedan,4564,60.91,29.48,Asia/Tehran
AMM,OJAI,Queen Alia International Airport,Amman,JO,Amman,2395,35.99,31.72,Asia/Amman
ADJ,OJAM,Amman-Marka International Airport,Amman,JO,Amman,2555,35.99,31.97,Asia/Amman
AQJ,OJAQ,Aqaba King Hussein International Airport,Aqaba,JO,Aqaba,175,35.02,29.61,Asia/Amman
OMF,OJMF,King Hussein Air College,Mafraq,JO,Mafraq,2240,36.26,32.36,Asia/Amman
DWN,OK03,Downtown Airpark,Oklahoma,US,Oklahoma City,1180,-97.53,35.45,America/Chicago
KWI,OKBK,Kuwait International Airport,"",KW,Kuwait City,206,47.97,29.23,Asia/Kuwait
BEY,OLBA,Beirut Rafic Hariri International Airport,Mont-Liban,LB,Beirut,87,35.49,33.82,Asia/Beirut
KYE,OLKA,Rene Mouawad Air Base,Liban-Nord,LB,Tripoli,75,36.01,34.59,Asia/Beirut
AUH,OMAA,Abu Dhabi International Airport,Abu-Dhabi,AE,Abu Dhabi,88,54.65,24.43,Asia/Dubai
AZI,OMAD,Bateen Airport,Abu-Dhabi,AE,"",16,54.46,24.43,Asia/Dubai
AAN,OMAL,Al Ain International Airport,Abu-Dhabi,AE,Al Ain,869,55.61,24.26,Asia/Dubai
DHF,OMAM,Al Dhafra Air Base,Abu-Dhabi,AE,"",77,54.55,24.25,Asia/Dubai
DXB,OMDB,Dubai International Airport,Dubai,AE,Dubai,34,55.36,25.25,Asia/Dubai
NHD,OMDM,Al Minhad Air Base,Dubai,AE,Dubai,165,55.37,25.03,Asia/Dubai
DWC,OMDW,Al Maktoum International Airport,Dubai,AE,Jebel Ali,114,55.16,24.90,Asia/Dubai
FJR,OMFJ,Fujairah International Airport,Al-Fujayrah,AE,"",152,56.32,25.11,Asia/Dubai
RKT,OMRK,Ras Al Khaimah International Airport,Raʼs-al-Khaymah,AE,Ras Al Khaimah,102,55.94,25.61,Asia/Dubai
SHJ,OMSJ,Sharjah International Airport,Ash-Shariqah,AE,Sharjah,111,55.52,25.33,Asia/Dubai
RMB,OOBR,Buraimi Airport,Al-Buraimi,OM,Buraimi,970,55.78,24.23,Asia/Muscat
FAU,OOFD,Fahud Airport,Az̧-Z̧ahirah,OM,Fahud,552,56.48,22.35,Asia/Muscat
RNM,OOGB,Qarn Alam Airport,Al-Wusţa,OM,Ghaba,443,57.05,21.38,Asia/Muscat
KHS,OOKB,Khasab Air Base,Musandam,OM,Khasab,100,56.24,26.17,Asia/Muscat
LKW,OOLK,Lekhwair Airport,Az̧-Z̧ahirah,OM,"",354,55.37,22.80,Asia/Muscat
MSH,OOMA,Masirah Air Base,Southeastern-Governorate,OM,Masirah,64,58.89,20.68,Asia/Muscat
MCT,OOMS,Muscat International Airport,Muscat,OM,Muscat,48,58.28,23.59,Asia/Muscat
OMM,OOMX,Marmul Airport,Dhofar,OM,Marmul,925,55.18,18.14,Asia/Muscat
SLL,OOSA,Salalah Airport,Dhofar,OM,Salalah,73,54.09,17.04,Asia/Muscat
SUH,OOSR,Sur Airport,Southeastern-Governorate,OM,Sur,20,59.48,22.53,Asia/Muscat
TTH,OOTH,Thumrait Air Base,Dhofar,OM,Thumrait,1570,54.02,17.67,Asia/Muscat
AAW,OPAB,Abbottabad Airport,Khyber-Pakhtunkhwa,PK,Abbottabad,4072,73.25,34.20,Asia/Karachi
BHW,OPBG,Bhagatanwala Airport,Punjab,PK,Bhagatanwala,600,72.95,32.06,Asia/Karachi
BNP,OPBN,Bannu Airport,Khyber-Pakhtunkhwa,PK,Bannu,1325,70.53,32.97,Asia/Karachi
WGB,OPBR,Bahawalnagar Airport,Punjab,PK,Bahawalnagar,500,73.25,29.95,Asia/Karachi
BHV,OPBW,Bahawalpur Airport,Punjab,PK,Bahawalpur,392,71.72,29.35,Asia/Karachi
CJL,OPCH,Chitral Airport,Khyber-Pakhtunkhwa,PK,Chitral,4920,71.80,35.89,Asia/Karachi
CHB,OPCL,Chilas Airport,Gilgit-Baltistan,PK,Chilas,4146,74.08,35.43,Asia/Karachi
DBA,OPDB,Dalbandin Airport,Balochistan,PK,Dalbandin,2800,64.40,28.88,Asia/Karachi
DDU,OPDD,Dadu Airport,Sindh,PK,Dadu,121,67.67,26.55,Asia/Karachi
DEA,OPDG,Dera Ghazi Khan Airport,Punjab,PK,Dera Ghazi Khan,492,70.49,29.96,Asia/Karachi
DSK,OPDI,Dera Ismael Khan Airport,Khyber-Pakhtunkhwa,PK,Dera Ismael Khan,594,70.90,31.91,Asia/Karachi
LYP,OPFA,Faisalabad International Airport,Punjab,PK,Faisalabad,591,72.99,31.37,Asia/Karachi
GWD,OPGD,Gwadar International Airport,Balochistan,PK,Gwadar,36,62.33,25.23,Asia/Karachi
GIL,OPGT,Gilgit Airport,Gilgit-Baltistan,PK,Gilgit,4796,74.33,35.92,Asia/Karachi
JAG,OPJA,Shahbaz Air Base,Sindh,PK,Jacobabad,185,68.45,28.28,Asia/Karachi
JIW,OPJI,Jiwani Airport,Balochistan,PK,Jiwani,186,61.81,25.07,Asia/Karachi
KHI,OPKC,Jinnah International Airport,Sindh,PK,Karachi,100,67.16,24.91,Asia/Karachi
HDD,OPKD,Hyderabad Airport,Sindh,PK,Hyderabad,130,68.37,25.32,Asia/Karachi
KDD,OPKH,Khuzdar Airport,Balochistan,PK,Khuzdar,4012,66.65,27.79,Asia/Karachi
KBH,OPKL,Kalat Airport,Balochistan,PK,Kalat,6100,66.52,29.13,Asia/Karachi
OHT,OPKT,Kohat Airport,Khyber-Pakhtunkhwa,PK,Kohat,1650,71.44,33.57,Asia/Karachi
LHE,OPLA,Alama Iqbal International Airport,Punjab,PK,Lahore,712,74.40,31.52,Asia/Karachi
LRG,OPLL,Loralai Airport,Balochistan,PK,Loralai,4631,68.61,30.36,Asia/Karachi
XJM,OPMA,Mangla Airport,Punjab,PK,Mangla,902,73.64,33.05,Asia/Karachi
MFG,OPMF,Muzaffarabad Airport,Azad-Kashmir,PK,Muzaffarabad,2691,73.51,34.34,Asia/Karachi
MWD,OPMI,Mianwali Air Base,Punjab,PK,Mianwali,690,71.57,32.56,Asia/Karachi
MJD,OPMJ,Moenjodaro Airport,Sindh,PK,Moenjodaro,154,68.14,27.34,Asia/Karachi
MPD,OPMP,Sindhri Tharparkar Airport,Sindh,PK,Sindhri,51,69.07,25.68,Asia/Karachi
MUX,OPMT,Multan International Airport,Punjab,PK,Multan,403,71.42,30.20,Asia/Karachi
WNS,OPNH,Nawabshah Airport,Sindh,PK,Nawabash,95,68.39,26.22,Asia/Karachi
NHS,OPNK,Nushki Airport,Balochistan,PK,Nushki,3200,66.02,29.54,Asia/Karachi
ORW,OPOR,Ormara Airport,Balochistan,PK,Ormara Raik,10,64.59,25.27,Asia/Karachi
PAJ,OPPC,Parachinar Airport,FATA,PK,Parachinar,5800,70.07,33.90,Asia/Karachi
PJG,OPPG,Panjgur Airport,Balochistan,PK,Panjgur,3289,64.13,26.95,Asia/Karachi
PSI,OPPI,Pasni Airport,Balochistan,PK,Pasni,33,63.35,25.29,Asia/Karachi
PEW,OPPS,Peshawar International Airport,Khyber-Pakhtunkhwa,PK,Peshawar,1158,71.51,33.99,Asia/Karachi
UET,OPQT,Quetta International Airport,Balochistan,PK,Quetta,5267,66.94,30.25,Asia/Karachi
RYK,OPRK,Shaikh Zaid Airport,Punjab,PK,Rahim Yar Khan,271,70.28,28.38,Asia/Karachi
ISB,OPRN,Benazir Bhutto International Airport,Punjab,PK,Islamabad,1668,73.10,33.62,Asia/Karachi
RAZ,OPRT,Rawalakot Airport,Azad-Kashmir,PK,Rawalakot,5479,73.80,33.85,Asia/Karachi
SBQ,OPSB,Sibi Airport,Balochistan,PK,Sibi,436,67.85,29.57,Asia/Karachi
KDU,OPSD,Skardu Airport,Gilgit-Baltistan,PK,Skardu,7316,75.54,35.34,Asia/Karachi
SKZ,OPSK,Sukkur Airport,Sindh,PK,Mirpur Khas,196,68.79,27.72,Asia/Karachi
SYW,OPSN,Sehwan Sharif Airport,Sindh,PK,Sehwan Sharif,121,67.72,26.47,Asia/Karachi
SGI,OPSR,Mushaf Air Base,Punjab,PK,Sargodha,614,72.67,32.05,Asia/Karachi
SDT,OPSS,Saidu Sharif Airport,Khyber-Pakhtunkhwa,PK,Saidu Sharif,3183,72.35,34.81,Asia/Karachi
SKT,OPST,Sialkot Airport,Punjab,PK,Sialkot,837,74.36,32.54,Asia/Karachi
SUL,OPSU,Sui Airport,Balochistan,PK,Sui,763,69.18,28.65,Asia/Karachi
SWN,OPSW,Sahiwal Airport,Punjab,PK,Sahiwal,570,72.39,31.89,Asia/Karachi
TLB,OPTA,Tarbela Dam Airport,Khyber-Pakhtunkhwa,PK,Tarbela,1114,72.61,33.99,Asia/Karachi
BDN,OPTH,Talhar Airport,Sindh,PK,Badin,28,68.84,24.84,Asia/Karachi
TFT,OPTT,Taftan Airport,Balochistan,PK,Taftan,2742,61.60,28.96,Asia/Karachi
TUK,OPTU,Turbat International Airport,Balochistan,PK,Turbat,498,63.03,25.99,Asia/Karachi
WAF,OPWN,Wana Airport,FATA,PK,Waana,4550,69.57,32.30,Asia/Karachi
PZH,OPZB,Zhob Airport,Balochistan,PK,Fort Sandeman,4728,69.46,31.36,Asia/Karachi
IQA,ORAA,Al Asad Air Base,Anbar,IQ,Hit,618,42.44,33.79,Asia/Baghdad
BMN,ORBB,Bamarni Airport,Dahuk,IQ,Bamarni,3455,43.27,37.10,Asia/Baghdad
BGW,ORBI,Baghdad International Airport,Baghdad,IQ,Baghdad,114,44.23,33.26,Asia/Baghdad
OSB,ORBM,Mosul International Airport,Ninawa,IQ,Mosul,719,43.15,36.31,Asia/Baghdad
EBL,ORER,Erbil International Airport,Arbil,IQ,Arbil,1341,43.96,36.24,Asia/Baghdad
KIK,ORKK,Kirkuk Air Base,Kirkuk,IQ,Kirkuk,1061,44.35,35.47,Asia/Baghdad
BSR,ORMM,Basrah International Airport,Basra,IQ,Basrah,11,47.66,30.55,Asia/Baghdad
NJF,ORNI,Al Najaf International Airport,Najaf Governorate,IQ,Najaf,103,44.40,31.99,Asia/Baghdad
RQW,ORQW,Qayyarah West Airport,Ninawa,IQ,Qayyarah,749,43.13,35.77,Asia/Baghdad
ISU,ORSU,Sulaymaniyah International Airport,As-Sulaymaniyah,IQ,Sulaymaniyah,2494,45.32,35.56,Asia/Baghdad
ALP,OSAP,Aleppo International Airport,Aleppo,SY,Aleppo,1276,37.22,36.18,Asia/Damascus
DAM,OSDI,Damascus International Airport,Rif-dimashq,SY,Damascus,2020,36.52,33.41,Asia/Damascus
DEZ,OSDZ,Deir ez-Zor Airport,Deir-ez-Zor,SY,Deir ez-Zor,700,40.18,35.29,Asia/Damascus
KAC,OSKL,Kamishly Airport,Al-Hasakah,SY,Kamishly,1480,41.19,37.02,Asia/Damascus
LTK,OSLK,Bassel Al-Assad International Airport,Latakia,SY,Latakia,157,35.95,35.40,Asia/Damascus
PMS,OSPR,Palmyra Airport,Homs,SY,"",1322,38.32,34.56,Asia/Damascus
IUD,OTBH,Al Udeid Air Base,Baladiyat-ar-Rayyan,QA,Ar Rayyan,130,51.31,25.12,Asia/Qatar
DOH,OTHH,Hamad International Airport,Baladiyat-ad-Dawḩah,QA,Doha,13,51.61,25.26,Asia/Qatar
ADE,OYAA,Aden International Airport,Aden,YE,Aden,7,45.03,12.83,Asia/Aden
AXK,OYAT,Ataq Airport,Shabwah,YE,"",3735,46.83,14.55,Asia/Aden
BHN,OYBN,Beihan Airport,Shabwah,YE,"",3800,45.72,14.78,Asia/Aden
AAY,OYGD,Al Ghaidah International Airport,Al-Mahrah,YE,"",134,52.17,16.19,Asia/Aden
HOD,OYHD,Hodeidah International Airport,Al-Hudaydah,YE,Hodeida,41,42.98,14.75,Asia/Aden
MYN,OYMB,Mareb Airport,Ma’rib,YE,Mareb,3300,45.33,15.47,Asia/Aden
IHN,OYQN,Qishn Airport,Al-Mahrah,YE,Qishn,98,51.68,15.42,Asia/Aden
RIY,OYRN,Mukalla International Airport,Muḩafaz̧at-Ḩaḑramawt,YE,Riyan,54,49.38,14.66,Asia/Aden
SYE,OYSH,Sadah Airport,Sa‘dah,YE,Sadah,5938,43.73,16.97,Asia/Aden
