iata_code,icao_code,name,country,state,city,elevation,lat,lon,timezone
PLQ,EYPA,Palanga International Airport,"",LT,Palanga,33,21.09,55.97,Europe/Vilnius
PNV,EYPP,Panevezys Air Base,Panevezys,LT,Panevezys,197,24.46,55.73,Europe/Vilnius
SQQ,EYSA,Siauliai International Airport,"",LT,Siauliai,443,23.40,55.89,Europe/Vilnius
HLJ,EYSB,Barysiai Airport,Siauliai,LT,Barysiai,270,23.56,56.07,Europe/Vilnius
VNO,EYVI,Vilnius International Airport,Vilnius,LT,Vilnius,646,25.29,54.63,Europe/Vilnius
ALJ,FAAB,Alexander Bay Airport,Northern-Cape,ZA,Alexander Bay,98,16.53,-28.58,Africa/Johannesburg
AGZ,FAAG,Aggeneys Airport,Northern-Cape,ZA,Aggeneys,2648,18.81,-29.28,Africa/Johannesburg
ADY,FAAL,Alldays Airport,Limpopo,ZA,Alldays,2600,29.06,-22.68,Africa/Johannesburg
BIY,FABE,Bisho Airport,Eastern-Cape,ZA,Bisho,1950,27.28,-32.90,Africa/Johannesburg
BFN,FABL,J B M Hertzog International Airport,Orange-Free-State,ZA,Bloemfontain,4458,26.30,-29.09,Africa/Johannesburg
UTE,FABU,Bultfontein Airport,Orange-Free-State,ZA,Bultfontein,4400,26.14,-28.27,Africa/Johannesburg
CDO,FACD,Cradock Airport,Eastern-Cape,ZA,Cradock,3110,25.65,-32.16,Africa/Johannesburg
CPT,FACT,Cape Town International Airport,Western-Cape,ZA,Cape Town,151,18.60,-33.96,Africa/Johannesburg
DUK,FADK,Mubatuba Airport,KwaZulu-Natal,ZA,Mubatuba,210,32.25,-28.37,Africa/Johannesburg
PZL,FADQ,Zulu Inyala Airport,KwaZulu-Natal,ZA,Phinda,160,32.31,-27.85,Africa/Johannesburg
ELS,FAEL,Ben Schoeman Airport,Eastern-Cape,ZA,East London,435,27.83,-33.04,Africa/Johannesburg
EMG,FAEM,Empangeni Airport,KwaZulu-Natal,ZA,Empangeni,251,31.89,-28.72,Africa/Johannesburg
ELL,FAER,Ellisras Matimba Airport,Limpopo,ZA,Ellisras,2799,27.69,-23.73,Africa/Johannesburg
FCB,FAFB,Ficksburg Sentraoes Airport,Orange-Free-State,ZA,Ficksburg,5315,27.91,-28.82,Africa/Johannesburg
GCJ,FAGC,Grand Central Airport,Gauteng,ZA,Midrand,5325,28.14,-25.99,Africa/Johannesburg
GRJ,FAGG,George Airport,Western-Cape,ZA,George,648,22.38,-34.01,Africa/Johannesburg
GIY,FAGI,Giyani Airport,Limpopo,ZA,Giyani,1584,30.65,-23.28,Africa/Johannesburg
QRA,FAGM,Rand Airport,Gauteng,ZA,Johannesburg,5483,28.15,-26.24,Africa/Johannesburg
HLW,FAHL,Hluhluwe Airport,KwaZulu-Natal,ZA,Hluhluwe,249,32.28,-28.02,Africa/Johannesburg
HRS,FAHR,Harrismith Airport,Orange-Free-State,ZA,Harrismith,5585,29.11,-28.24,Africa/Johannesburg
HDS,FAHS,Hoedspruit Air Force Base Airport,Limpopo,ZA,Hoedspruit,1743,31.05,-24.37,Africa/Johannesburg
KXE,FAKD,P C Pelser Airport,North-West,ZA,Klerksdorp,4444,26.72,-26.87,Africa/Johannesburg
KIM,FAKM,Kimberley Airport,Northern-Cape,ZA,Kimberley,3950,24.77,-28.80,Africa/Johannesburg
MQP,FAKN,Kruger Mpumalanga International Airport,Mpumalanga,ZA,Mpumalanga,2829,31.11,-25.38,Africa/Johannesburg
KOF,FAKP,Komatipoort Airport,Mpumalanga,ZA,Komatipoort,541,31.93,-25.44,Africa/Johannesburg
KMH,FAKU,Johan Pienaar Airport,Northern-Cape,ZA,Kuruman,4382,23.41,-27.46,Africa/Johannesburg
KLZ,FAKZ,Kleinsee Airport,Northern-Cape,ZA,Kleinsee,270,17.09,-29.69,Africa/Johannesburg
HLA,FALA,Lanseria Airport,Gauteng,ZA,Johannesburg,4517,27.93,-25.94,Africa/Johannesburg
LMR,FALC,Lime Acres Finsch Mine Airport,Northern-Cape,ZA,Lime Acres,4900,23.44,-28.36,Africa/Johannesburg
LDZ,FALD,Londolozi Airport,Mpumalanga,ZA,Londolozi,1300,31.48,-24.75,Africa/Johannesburg
DUR,FALE,King Shaka International Airport,KwaZulu-Natal,ZA,Durban,295,31.12,-29.61,Africa/Johannesburg
LUJ,FALK,Lusikisiki Airport,Eastern-Cape,ZA,Lusikisiki,1831,29.58,-31.37,Africa/Johannesburg
LCD,FALO,Louis Trichardt Airport,Limpopo,ZA,Louis Trichardt,3025,29.86,-23.06,Africa/Johannesburg
SDB,FALW,Langebaanweg Airport,Western-Cape,ZA,Langebaanweg,108,18.16,-32.97,Africa/Johannesburg
LAY,FALY,Ladysmith Airport,KwaZulu-Natal,ZA,Ladysmith,3548,29.75,-28.58,Africa/Johannesburg
AAM,FAMD,Malamala Airport,Mpumalanga,ZA,Malamala,1124,31.54,-24.82,Africa/Johannesburg
MGH,FAMG,Margate Airport,KwaZulu-Natal,ZA,Margate,495,30.34,-30.86,Africa/Johannesburg
MEZ,FAMH,Musina(Messina) Airport,Limpopo,ZA,Musina,1904,29.99,-22.36,Africa/Johannesburg
MBD,FAMM,Mmabatho International Airport,North-West,ZA,Mafeking,4181,25.55,-25.80,Africa/Johannesburg
LLE,FAMN,Riverside Airport,Mpumalanga,ZA,Malelane,1024,31.58,-25.43,Africa/Johannesburg
MZY,FAMO,Mossel Bay Airport,Western-Cape,ZA,Mossel Bay,531,22.06,-34.16,Africa/Johannesburg
MZQ,FAMU,Mkuze Airport,KwaZulu-Natal,ZA,Mkuze,400,32.04,-27.63,Africa/Johannesburg
NCS,FANC,Newcastle Airport,KwaZulu-Natal,ZA,Newcastle,4074,29.98,-27.77,Africa/Johannesburg
NGL,FANG,Ngala Airport,Mpumalanga,ZA,Ngala,3357,31.33,-24.39,Africa/Johannesburg
NLP,FANS,Nelspruit Airport,Mpumalanga,ZA,Nelspruit,2875,30.91,-25.50,Africa/Johannesburg
OVG,FAOB,Overberg Airport,Western-Cape,ZA,Overberg,52,20.25,-34.55,Africa/Johannesburg
OUH,FAOH,Oudtshoorn Airport,Western-Cape,ZA,Oudtshoorn,1063,22.19,-33.61,Africa/Johannesburg
JNB,FAOR,Olifants River Bridge Landing Strip Airport,Limpopo,ZA,Olifants River Bridge,2420,29.78,-24.27,Africa/Johannesburg
AFD,FAPA,Port Alfred Airport,Eastern-Cape,ZA,Port Alfred,307,26.88,-33.55,Africa/Johannesburg
PLZ,FAPE,Port Elizabeth Airport,Eastern-Cape,ZA,Port Elizabeth,226,25.62,-33.98,Africa/Johannesburg
PBZ,FAPG,Plettenberg Bay Airport,Western-Cape,ZA,Plettenberg Bay,465,23.33,-34.09,Africa/Johannesburg
PHW,FAPH,Hendrik Van Eck Airport,Limpopo,ZA,Phalaborwa,1432,31.16,-23.94,Africa/Johannesburg
JOH,FAPJ,Port St Johns Airport,Eastern-Cape,ZA,Port St Johns,1227,29.52,-31.61,Africa/Johannesburg
PRK,FAPK,Prieska Airport,Northern-Cape,ZA,Prieska,3100,22.77,-29.68,Africa/Johannesburg
PZB,FAPM,Pietermaritzburg Airport,KwaZulu-Natal,ZA,Pietermaritzburg,2423,30.40,-29.65,Africa/Johannesburg
NTY,FAPN,Pilanesberg International Airport,North-West,ZA,Pilanesberg,3412,27.17,-25.33,Africa/Johannesburg
PTG,FAPP,Polokwane International Airport,Limpopo,ZA,Potgietersrus,4076,29.46,-23.85,Africa/Johannesburg
PCF,FAPS,Potchefstroom Airport,North-West,ZA,Potchefstroom,4520,27.08,-26.67,Africa/Johannesburg
UTW,FAQT,Queenstown Airport,Eastern-Cape,ZA,Queenstown,3637,26.88,-31.92,Africa/Johannesburg
RCB,FARB,Richards Bay Airport,KwaZulu-Natal,ZA,Richards Bay,109,32.09,-28.74,Africa/Johannesburg
RVO,FARI,Reivilo Airport,North-West,ZA,Reivilo,4715,24.17,-27.55,Africa/Johannesburg
ROD,FARS,Robertson Airport,Western-Cape,ZA,Robertson,640,19.90,-33.81,Africa/Johannesburg
SBU,FASB,Springbok Airport,Northern-Cape,ZA,Springbok,2690,17.94,-29.69,Africa/Johannesburg
ZEC,FASC,Secunda Airport,Mpumalanga,ZA,Secunda,5250,29.17,-26.52,Africa/Johannesburg
GSS,FASE,Sabi Sabi Airport,Mpumalanga,ZA,Belfast,1276,31.44,-24.94,Africa/Johannesburg
SIS,FASS,Sishen Airport,Northern-Cape,ZA,Sishen,3848,23.00,-27.65,Africa/Johannesburg
SZK,FASZ,Skukuza Airport,Mpumalanga,ZA,Skukuza,1020,31.59,-24.96,Africa/Johannesburg
TDT,FATD,Tanda Tula Airport,Mpumalanga,ZA,Welverdiend,1555,31.30,-24.53,Africa/Johannesburg
THY,FATH,Thohoyandou Airport,Limpopo,ZA,Thohoyandou,2021,30.38,-23.08,Africa/Johannesburg
TCU,FATN,Thaba Nchu Tar Airport,Orange-Free-State,ZA,Homeward,4941,26.82,-29.32,Africa/Johannesburg
LTA,FATZ,Tzaneen Airport,Limpopo,ZA,Tzaneen,1914,30.33,-23.82,Africa/Johannesburg
ULD,FAUL,Prince Mangosuthu Buthelezi Airport,KwaZulu-Natal,ZA,Ulundi,1720,31.42,-28.32,Africa/Johannesburg
UTN,FAUP,Pierre Van Ryneveld Airport,Northern-Cape,ZA,Upington,2782,21.26,-28.40,Africa/Johannesburg
ULX,FAUS,Ulusaba Airport,Mpumalanga,ZA,Ulusaba,1263,31.35,-24.79,Africa/Johannesburg
UTT,FAUT,K. D. Matanzima Airport,Eastern-Cape,ZA,Mthatha,2400,28.67,-31.55,Africa/Johannesburg
VRU,FAVB,Vryburg Airport,North-West,ZA,Vyrburg,3920,24.73,-26.98,Africa/Johannesburg
VIR,FAVG,Virginia Airport,KwaZulu-Natal,ZA,Durban,20,31.06,-29.77,Africa/Johannesburg
VRE,FAVR,Vredendal Airport,Western-Cape,ZA,Vredendal,330,18.54,-31.64,Africa/Johannesburg
VYD,FAVY,Vryheid Airport,KwaZulu-Natal,ZA,Vryheid,3799,30.80,-27.79,Africa/Johannesburg
PRY,FAWB,Wonderboom Airport,Gauteng,ZA,Pretoria,4095,28.22,-25.65,Africa/Johannesburg
WKF,FAWK,Waterkloof Air Force Base,Gauteng,ZA,Pretoria,4940,28.22,-25.83,Africa/Johannesburg
WEL,FAWM,Welkom Airport,Orange-Free-State,ZA,Welkom,4399,26.67,-28.00,Africa/Johannesburg
FRW,FBFT,Francistown Airport,North-East,BW,Francistown,3283,27.47,-21.16,Africa/Gaborone
GNZ,FBGZ,Ghanzi Airport,Ghanzi,BW,Ghanzi,3730,21.66,-21.69,Africa/Gaborone
JWA,FBJW,Jwaneng Airport,Ngwaketsi,BW,"",3900,24.69,-24.60,Africa/Gaborone
BBK,FBKE,Kasane Airport,North-West,BW,Kasane,3289,25.16,-17.83,Africa/Gaborone
KHW,FBKR,Khwai River Lodge Airport,North-West,BW,Khwai River Lodge,3000,23.78,-19.15,Africa/Gaborone
MUB,FBMN,Maun Airport,North-West,BW,Maun,3093,23.43,-19.97,Africa/Gaborone
ORP,FBOR,Orapa Airport,Central,BW,"",3100,25.32,-21.27,Africa/Gaborone
QPH,FBPY,Palapye Airport,Central,BW,Palapye,3000,27.15,-22.57,Africa/Gaborone
GBE,FBSK,Sir Seretse Khama International Airport,South-East,BW,Gaborone,3299,25.92,-24.56,Africa/Gaborone
SXN,FBSN,Sua Pan Airport,Central,BW,"",2985,26.12,-20.55,Africa/Gaborone
PKW,FBSP,Selebi Phikwe Airport,"",BW,"",2925,27.83,-22.06,Africa/Gaborone
SWX,FBSW,Shakawe Airport,North-West,BW,Shakawe,3379,21.83,-18.37,Africa/Gaborone
TLD,FBTL,Limpopo Valley Airport,Central,BW,Tuli Lodge,1772,29.13,-22.19,Africa/Gaborone
TBY,FBTS,Tshabong Airport,Kgalagadi,BW,Tshabong,3179,22.40,-26.03,Africa/Gaborone
BZV,FCBB,Maya-Maya Airport,Brazzaville,CG,Brazzaville,1048,15.25,-4.25,Africa/Brazzaville
DJM,FCBD,Djambala Airport,Plateaux,CG,Djambala,2595,14.75,-2.53,Africa/Brazzaville
KNJ,FCBK,Kindamba Airport,Pool,CG,Kindamba,1460,14.52,-3.95,Africa/Brazzaville
LCO,FCBL,Lague Airport,Plateaux,CG,Lague,2756,14.53,-2.45,Africa/Brazzaville
MUY,FCBM,Mouyondzi Airport,Bouenza,CG,Mouyondzi,1670,13.97,-4.01,Africa/Brazzaville
SIB,FCBS,Sibiti Airport,Lekoumou,CG,Sibiti,1883,13.35,-3.68,Africa/Brazzaville
NKY,FCBY,Yokangassi Airport,Bouenza,CG,Nkayi,541,13.28,-4.22,Africa/Brazzaville
ANJ,FCBZ,Zanaga Airport,Lekoumou,CG,Zanaga,1870,13.82,-2.85,Africa/Brazzaville
MSX,FCMM,Mossendjo Airport,Niari,CG,Mossendjo,1519,12.70,-2.95,Africa/Brazzaville
BOE,FCOB,Boundji Airport,Cuvette,CG,Boundji,1247,15.38,-1.03,Africa/Brazzaville
EWO,FCOE,Ewo Airport,Cuvette-Ouest,CG,Ewo,1503,14.80,-0.88,Africa/Brazzaville
GMM,FCOG,Gamboma Airport,Plateaux,CG,Gamboma,1509,15.89,-1.83,Africa/Brazzaville
ION,FCOI,Impfondo Airport,Likouala,CG,Impfondo,1099,18.07,1.62,Africa/Brazzaville
KEE,FCOK,Kelle Airport,Cuvette-Ouest,CG,Kelle,1526,14.53,-0.08,Africa/Brazzaville
MKJ,FCOM,Makoua Airport,Cuvette,CG,Makoua,1293,15.58,-0.02,Africa/Brazzaville
FTX,FCOO,Owando Airport,Cuvette,CG,Owando,1214,15.95,-0.53,Africa/Brazzaville
SOE,FCOS,Souanke Airport,Sangha,CG,Souanke,1722,14.13,2.07,Africa/Brazzaville
BTB,FCOT,Betou Airport,Likouala,CG,Betou,1168,18.50,3.05,Africa/Brazzaville
OUE,FCOU,Ouesso Airport,Sangha,CG,"",1158,16.04,1.62,Africa/Brazzaville
KMK,FCPA,Makabana Airport,Niari,CG,Makabana,495,12.62,-3.48,Africa/Brazzaville
DIS,FCPD,Ngot Nzoungou Airport,Niari,CG,Dolisie,1079,12.66,-4.21,Africa/Brazzaville
PNR,FCPP,Pointe Noire Airport,Kouilou,CG,Pointe Noire,55,11.89,-4.82,Africa/Brazzaville
MTS,FDMS,Matsapha Airport,Manzini,SZ,Manzini,2075,31.31,-26.53,Africa/Mbabane
CRF,FEFC,Carnot Airport,Mambere-Kadei,CF,Carnot,1985,15.89,4.94,Africa/Bangui
BGF,FEFF,Bangui MPoko International Airport,Ombella-MPoko,CF,Bangui,1208,18.52,4.40,Africa/Bangui
BGU,FEFG,Bangassou Airport,"",CF,Bangassou,1706,22.78,4.79,Africa/Bangui
IRO,FEFI,Birao Airport,Vakaga,CF,Birao,1696,22.72,10.24,Africa/Bangui
BEM,FEFL,Bossembele Airport,Ombella-MPoko,CF,Bossembele,2231,17.63,5.27,Africa/Bangui
BBY,FEFM,Bambari Airport,Ouaka,CF,Bambari,1549,20.65,5.85,Africa/Bangui
NDL,FEFN,NDele Airport,Bamingui-Bangoran,CF,NDele,1631,20.64,8.43,Africa/Bangui
BOP,FEFO,Bouar Airport,Nana-Mambere,CF,Bouar,3360,15.64,5.96,Africa/Bangui
BIV,FEFR,Bria Airport,Haute-Kotto,CF,Bria,1975,21.99,6.53,Africa/Bangui
BSN,FEFS,Bossangoa Airport,Ouham,CF,Bossangoa,1637,17.43,6.49,Africa/Bangui
BBT,FEFT,Berberati Airport,Mambere-Kadei,CF,Berberati,1929,15.79,4.22,Africa/Bangui
ODA,FEFW,Ouadda Airport,Haute-Kotto,CF,Ouadda,2461,22.40,8.01,Africa/Bangui
AIG,FEFY,Yalinga Airport,Haute-Kotto,CF,Yalinga,1975,23.26,6.52,Africa/Bangui
IMO,FEFZ,Zemio Airport,Haut-Mbomou,CF,Zemio,1995,25.15,5.05,Africa/Bangui
MKI,FEGE,MBoki Airport,Haut-Mbomou,CF,Mboki,1969,25.93,5.33,Africa/Bangui
BTG,FEGF,Batangafo Airport,Ouham,CF,Batangafo,1378,18.31,7.31,Africa/Bangui
GDI,FEGL,Gordil Airport,Vakaga,CF,Melle,1427,21.73,9.58,Africa/Bangui
BMF,FEGM,Bakouma Airport,Mbomou,CF,Bakouma,1640,22.80,5.69,Africa/Bangui
ODJ,FEGO,Ouanda Djalle Airport,Vakaga,CF,Ouanda Djalle,1985,22.78,8.90,Africa/Bangui
RFA,FEGR,Rafai Airport,Mbomou,CF,Rafai,1759,23.93,4.99,Africa/Bangui
BCF,FEGU,Bouca Airport,Ouham,CF,Bouca,1532,18.27,6.52,Africa/Bangui
BOZ,FEGZ,Bozoum Airport,Ouham-Pende,CF,Bozoum,2215,16.32,6.34,Africa/Bangui
BSG,FGBT,Bata Airport,Litoral,GQ,"",13,9.81,1.91,Africa/Malabo
SSG,FGSL,Malabo Airport,"",GQ,Malabo,76,8.71,3.76,Africa/Malabo
ASI,FHAW,RAF Ascension Island,Ascension,SH,Ascension Island,278,-14.39,-7.97,Atlantic/St_Helena
MRU,FIMP,Sir Seewoosagur Ramgoolam International Airport,Grand-Port,MU,Port Louis,186,57.68,-20.43,Indian/Mauritius
RRG,FIMR,Sir Charles Gaetan Duval Airport,Rodrigues,MU,Port Mathurin,95,63.36,-19.76,Indian/Mauritius
NKW,FJDG,Diego Garcia Naval Support Facility,"",IO,Diego Garcia,9,72.41,-7.31,Indian/Chagos
NKS,FKAN,Nkongsamba Airport,Littoral,CM,Nkongsamba,2641,9.93,4.95,Africa/Douala
KBI,FKKB,Kribi Airport,South,CM,Kribi,148,9.98,2.87,Africa/Douala
TKC,FKKC,Tiko Airport,South-West,CM,Tiko,151,9.36,4.09,Africa/Douala
DLA,FKKD,Douala International Airport,Littoral,CM,Douala,33,9.72,4.01,Africa/Douala
MMF,FKKF,Mamfe Airport,South-West,CM,Mamfe,413,9.31,5.70,Africa/Douala
BLC,FKKG,Bali Airport,North-West,CM,Bali,4465,10.03,5.90,Africa/Douala
KLE,FKKH,Kaele Airport,Far-North,CM,Kaele,1276,14.45,10.09,Africa/Douala
OUR,FKKI,Batouri Airport,East,CM,Batouri,2152,14.36,4.48,Africa/Douala
GXX,FKKJ,Yagoua Airport,Far-North,CM,Yagoua,0,15.24,10.36,Africa/Douala
MVR,FKKL,Salak Airport,Far-North,CM,Maroua,1390,14.26,10.45,Africa/Douala
FOM,FKKM,Foumban Nkounja Airport,West,CM,Foumban,3963,10.75,5.64,Africa/Douala
NGE,FKKN,NGaoundere Airport,Adamaoua,CM,NGaoundere,3655,13.56,7.36,Africa/Douala
BTA,FKKO,Bertoua Airport,East,CM,Bertoua,2133,13.73,4.55,Africa/Douala
GOU,FKKR,Garoua International Airport,North,CM,Garoua,794,13.37,9.34,Africa/Douala
DSC,FKKS,Dschang Airport,West,CM,Dschang,4593,10.07,5.45,Africa/Douala
BFX,FKKU,Bafoussam Airport,West,CM,Bafoussam,4347,10.35,5.54,Africa/Douala
BPC,FKKV,Bamenda Airport,North-West,CM,Bamenda,4065,10.12,6.04,Africa/Douala
EBW,FKKW,Ebolowa Airport,South,CM,Ebolowa,1975,11.19,2.88,Africa/Douala
YAO,FKKY,Yaounde Airport,Centre,CM,Yaounde,2464,11.52,3.84,Africa/Douala
NSI,FKYS,Yaounde Nsimalen International Airport,Centre,CM,Yaounde,2278,11.55,3.72,Africa/Douala
MMQ,FLBA,Mbala Airport,Northern,ZM,Mbala,5454,31.34,-8.86,Africa/Lusaka
CIP,FLCP,Chipata Airport,Eastern,ZM,Chipata,3360,32.59,-13.56,Africa/Lusaka
JEK,FLJK,Jeki Airstrip,Muchinga,ZM,Lower Zambezi National Park,4462,29.60,-15.63,Africa/Lusaka
ZKP,FLKE,Kasompe Airport,Copperbelt,ZM,Kasompe,4636,27.89,-12.57,Africa/Lusaka
LUN,FLKK,Kenneth Kaunda International Airport,Lusaka,ZM,Lusaka,3779,28.45,-15.33,Africa/Lusaka
KLB,FLKL,Kalabo Airport,Western,ZM,Kalabo,3450,22.65,-15.00,Africa/Lusaka
KMZ,FLKO,Kaoma Airport,Western,ZM,Kaoma,3670,24.78,-14.80,Africa/Lusaka
KAA,FLKS,Kasama Airport,Northern,ZM,Kasama,4541,31.13,-10.22,Africa/Lusaka
ZKB,FLKY,Kasaba Bay Airport,Northern,ZM,Kasaba Bay,2780,30.66,-8.53,Africa/Lusaka
LVI,FLLI,Livingstone Airport,Southern,ZM,Livingstone,3302,25.82,-17.82,Africa/Lusaka
LXU,FLLK,Lukulu Airport,Western,ZM,Lukulu,3480,23.25,-14.37,Africa/Lusaka
MNS,FLMA,Mansa Airport,Luapula,ZM,Mansa,4101,28.87,-11.14,Africa/Lusaka
MFU,FLMF,Mfuwe Airport,Eastern,ZM,Mfuwe,1853,31.94,-13.26,Africa/Lusaka
MNR,FLMG,Mongu Airport,Western,ZM,Mongu,3488,23.16,-15.25,Africa/Lusaka
ZGM,FLNA,Ngoma Airport,Southern,ZM,Ngoma,3400,25.93,-15.97,Africa/Lusaka
NLA,FLND,Ndola Airport,Copperbelt,ZM,Ndola,4167,28.66,-13.00,Africa/Lusaka
SXG,FLSN,Senanga Airport,Western,ZM,Senanga,3370,23.27,-16.10,Africa/Lusaka
KIW,FLSO,Southdowns Airport,Copperbelt,ZM,Kitwe,4145,28.15,-12.90,Africa/Lusaka
SJQ,FLSS,Sesheke Airport,Western,ZM,Sesheke,3100,24.30,-17.48,Africa/Lusaka
SLI,FLSW,Solwesi Airport,North-Western,ZM,Solwesi,4551,26.37,-12.17,Africa/Lusaka
BBZ,FLZB,Zambezi Airport,North-Western,ZM,Zambezi,3538,23.11,-13.54,Africa/Lusaka
HAH,FMCH,Prince Said Ibrahim International Airport,Grande-Comore,KM,Moroni,93,43.27,-11.53,Indian/Comoro
NWA,FMCI,Moheli Bandar Es Eslam Airport,Moheli,KM,"",46,43.77,-12.30,Indian/Comoro
YVA,FMCN,Iconi Airport,Grande-Comore,KM,Moroni,33,43.24,-11.71,Indian/Comoro
AJN,FMCV,Ouani Airport,Anjouan,KM,Ouani,62,44.43,-12.13,Indian/Comoro
DZA,FMCZ,Dzaoudzi Pamandzi International Airport,Pamandzi,YT,Dzaoudzi,23,45.28,-12.80,Indian/Mayotte
RUN,FMEE,Roland Garros Airport,Reunion,RE,St Denis,66,55.51,-20.89,Indian/Reunion
ZSE,FMEP,Pierrefonds Airport,Reunion,RE,St Pierre,59,55.42,-21.32,Indian/Reunion
WML,FMMC,Malaimbandy Airport,"",MG,Malaimbandy,597,45.54,-20.36,Indian/Antananarivo
ATJ,FMME,Antsirabe Airport,"",MG,Antsirabe,4997,47.06,-19.84,Indian/Antananarivo
WAQ,FMMG,Antsalova Airport,"",MG,Antsalova,551,44.61,-18.70,Indian/Antananarivo
VVB,FMMH,Mahanoro Airport,"",MG,Mahanoro,16,48.80,-19.83,Indian/Antananarivo
TNR,FMMI,Ivato Airport,"",MG,Antananarivo,4198,47.48,-18.80,Indian/Antananarivo
JVA,FMMK,Ankavandra Airport,"",MG,Ankavandra,427,45.27,-18.81,Indian/Antananarivo
BMD,FMML,Belo sur Tsiribihina Airport,Menabe,MG,Belo sur Tsiribihina,154,44.54,-19.69,Indian/Antananarivo
ZVA,FMMN,Miandrivazo Airport,"",MG,"",203,45.45,-19.56,Indian/Antananarivo
MXT,FMMO,Maintirano Airport,Melaky,MG,Maintirano,95,44.03,-18.05,Indian/Antananarivo
ILK,FMMQ,Atsinanana Airport,"",MG,Ilaka,33,48.80,-19.58,Indian/Antananarivo
TVA,FMMR,Morafenobe Airport,"",MG,Morafenobe,748,44.92,-17.85,Indian/Antananarivo
SMS,FMMS,Sainte Marie Airport,"",MG,"",7,49.82,-17.09,Indian/Antananarivo
TMM,FMMT,Toamasina Airport,Atsinanana,MG,"",22,49.39,-18.11,Indian/Antananarivo
WTA,FMMU,Tambohorano Airport,"",MG,Tambohorano,23,43.97,-17.48,Indian/Antananarivo
MOQ,FMMV,Morondava Airport,Menabe,MG,"",30,44.32,-20.28,Indian/Antananarivo
WTS,FMMX,Tsiroanomandidy Airport,"",MG,Tsiroanomandidy,2776,46.05,-18.76,Indian/Antananarivo
VAT,FMMY,Vatomandry Airport,"",MG,Vatomandry,39,48.95,-19.38,Indian/Antananarivo
WAM,FMMZ,Ambatondrazaka Airport,"",MG,Ambatondrazaka,2513,48.44,-17.80,Indian/Antananarivo
DIE,FMNA,Arrachart Airport,Diana,MG,"",374,49.29,-12.35,Indian/Antananarivo
WMR,FMNC,Mananara Nord Airport,Analanjirofo,MG,Mananara Nord,9,49.77,-16.16,Indian/Antananarivo
ZWA,FMND,Andapa Airport,"",MG,"",1552,49.62,-14.65,Indian/Antananarivo
AMB,FMNE,Ambilobe Airport,"",MG,"",72,48.99,-13.19,Indian/Antananarivo
WBD,FMNF,Avaratra Airport,"",MG,Befandriana,820,48.48,-15.20,Indian/Antananarivo
WPB,FMNG,Port Berge Airport,"",MG,Port Berge,213,47.62,-15.58,Indian/Antananarivo
ANM,FMNH,Antsirabato Airport,Sava,MG,"",20,50.32,-15.00,Indian/Antananarivo
IVA,FMNJ,Ambanja Airport,"",MG,Ambanja,36,48.46,-13.65,Indian/Antananarivo
HVA,FMNL,Analalava Airport,"",MG,"",345,47.76,-14.63,Indian/Antananarivo
MJN,FMNM,Amborovy Airport,"",MG,"",87,46.35,-15.67,Indian/Antananarivo
NOS,FMNN,Fascene Airport,Diana,MG,Nosy Be,36,48.31,-13.31,Indian/Antananarivo
DWB,FMNO,Soalala Airport,"",MG,Soalala,141,45.36,-16.10,Indian/Antananarivo
WMP,FMNP,Mampikony Airport,"",MG,Mampikony,0,47.64,-16.07,Indian/Antananarivo
BPY,FMNQ,Besalampy Airport,Melaky,MG,"",125,44.48,-16.74,Indian/Antananarivo
WMN,FMNR,Maroantsetra Airport,"",MG,"",13,49.69,-15.44,Indian/Antananarivo
SVB,FMNS,Sambava Airport,"",MG,"",20,50.17,-14.28,Indian/Antananarivo
TTS,FMNT,Tsaratanana Airport,"",MG,Tsaratanana,1073,47.62,-16.75,Indian/Antananarivo
VOH,FMNV,Vohimarina Airport,"",MG,"",19,50.00,-13.38,Indian/Antananarivo
WAI,FMNW,Ambalabe Airport,"",MG,Antsohihy,92,47.99,-14.90,Indian/Antananarivo
WMA,FMNX,Mandritsara Airport,"",MG,Mandritsara,1007,48.83,-15.83,Indian/Antananarivo
WBO,FMSB,Antsoa Airport,"",MG,Beroroha,820,45.14,-21.61,Indian/Antananarivo
WMD,FMSC,Mandabe Airport,"",MG,Mandabe,951,44.94,-21.05,Indian/Antananarivo
FTU,FMSD,Tolanaro Airport,"",MG,Tolanaro,29,46.96,-25.04,Indian/Antananarivo
WFI,FMSF,Fianarantsoa Airport,"",MG,"",3658,47.11,-21.44,Indian/Antananarivo
RVA,FMSG,Farafangana Airport,"",MG,"",26,47.82,-22.81,Indian/Antananarivo
IHO,FMSI,Ihosy Airport,Ihorombe,MG,Ihosy,2500,46.16,-22.40,Indian/Antananarivo
MJA,FMSJ,Manja Airport,"",MG,Manja,787,44.32,-21.43,Indian/Antananarivo
WVK,FMSK,Manakara Airport,"",MG,"",33,48.02,-22.12,Indian/Antananarivo
OVA,FMSL,Bekily Airport,"",MG,Bekily,1270,45.30,-24.24,Indian/Antananarivo
MNJ,FMSM,Mananjary Airport,"",MG,"",20,48.36,-21.20,Indian/Antananarivo
TDV,FMSN,Samangoky Airport,"",MG,Tanandava,89,43.73,-21.70,Indian/Antananarivo
MXM,FMSR,Morombe Airport,Atsimo-Andrefana,MG,"",16,43.38,-21.75,Indian/Antananarivo
TLE,FMST,Toliara Airport,"",MG,"",29,43.73,-23.38,Indian/Antananarivo
